No.,Logged Time,Event Time,User,SSL Inspected,URL,Policy Action,Cloud Application Class,Cloud Application,Application Status,Risk Index,Received Bytes,Sent Bytes,Total Bytes,Proxy Latency (ms),Server Trans. Time (ms),Client Trans. Time (ms),URL Class,URL Super Category,URL Category,Threat Super Category,Threat Category,Sandbox MD5,Threat Name,Suspicious Content,Threat Severity,DLP Engine,DLP Dictionaries,Location,Department,Client IP,Client External IP,Server IP,Request Method,Request Version,Response Code,Response HTTP Version,User Agent,URL Categorization Method,Referrer URL,Download File Type,Download File Name,Throttled response bytes,Throttled request bytes,Bandwidth Rule,Bandwidth Class,Traffic Forwarding,Protocol,Blocked Policy Name,Blocked Policy Type,Client Connection Cipher,Client Connection TLS Version,Client Session Reused,Server Connection Cipher,Server Connection TLS Version,Certificate Chain Validity,Server Connection Cert Expiry,Server Connection OCSP Result,Server Session Reused,Server Certificate Validation Type,Server Certificate Validity Period,Server Wildcard Certificate,Server Certificate Self Signed,DLP MD5,DLP Identifier,Zscaler Client Connector Tunnel Version,Device Name,OS Type,Device Type,OS Version,Device Model,Device Owner,Device Hostname,Enrolled Device appversion,Device Classifications,Content Type,ALPN Protocol,Unscannable Type,Forwarding Rule,Forwarding Method,Application Segment,Gateway IP,Gateway Name,SSL Policy Reason,SSL Policy Name,Domain Fronted SNI,Data Center,User Location,URL Filtering Policy Name,Cloud Application Policy Name,SHA-256,Domain Fronted Host Header,MT GRE IP,Allowed DLP Rule Name,Bypassed Transaction Event Time,Bypassed Transaction,Flow Type,Intermediate CA Protection Type,External Device ID,Client SSL Handshake Failure Aggregate Count,Client SSL Handshake Failure Reason,Upload File Type,Upload File Name,Document Type,Sandbox Score,Client Source Port,Application Activity,Capture,Severity,Other DLP Rules,Server Destination Port,Source IP Country,Destination IP Country,Custom IPS Signature,HTTP Header Profile,HTTP Header Actions,Prompt Classification,Adaptive Access Profile,Allowed File Type Rule,JA4 Fingerprint,JA4 Fingerprint A,JA4 Fingerprint B,JA4 Fingerprint C,Client-Side Key Exchange Algorithm,Server-Side Key Exchange Algorithm,Client-Side Digital Signature Algorithm,Server-Side Digital Signature Algorithm,Client Key Exchange Proposal,Client Digital Signature Proposal,Download User-Defined File Type,Upload User-Defined File Type,Extranet Resource
375,2025-12-23 00:17:22 UTC,2025-12-23 00:17:22 UTC,ethan@acme.zscaler.net,Yes,gdmf.apple.com/v2/pmv,Allowed,General Browsing,General Browsing,,16,767,310,1077,3,102,101,Business Use,Information Technology,Operating System and Software Updates,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.12,POST,1.1,200 - OK,2,Microsoft-Delivery-Optimization/10.1,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,51677,Software Update Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
376,2025-12-23 00:17:23 UTC,2025-12-23 00:17:23 UTC,ava@acme.zscaler.net,Yes,zoom.us/wc/ping,Allowed,Business Apps,Zoom,,11,219,158,377,2,86,15,Business Use,Internet Communication,Web Conferencing,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.61,GET,1.1,200 - OK,2,zoom.us/6.2.0,Database A,www.google.com/search?q=download+client,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,text/plain,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,50281,Connectivity Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
377,2025-12-23 00:17:25 UTC,2025-12-23 00:17:25 UTC,amelia@acme.zscaler.net,Yes,graph.microsoft.com/v1.0/me/messages,Allowed,Business Apps,Microsoft 365,,11,8815,389,9204,8,122,73,Business Use,Business and Economy,Office and Business Applications,,,,,,,,,Road Warrior,Legal,10.23.49.88,203.0.113.88,192.0.2.52,GET,1.1,200 - OK,2,OutlookMac/16.92,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-AMELIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookPro18_3,amelia,mbp18-amelia,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18AMELIA88,,,,,,,56167,API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
378,2025-12-23 00:17:28 UTC,2025-12-23 00:17:28 UTC,henry@acme.zscaler.net,Yes,slack.com/api/apps.connections.open,Allowed,Business Apps,Slack,,18,611,230,841,1,162,89,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.31,POST,1.1,200 - OK,2,Slack/4.41.96 Windows/11,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,51601,Messaging API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
379,2025-12-23 00:17:28 UTC,2025-12-23 00:17:28 UTC,liam@acme.zscaler.net,Yes,files.slack.com/upload/v1/files,Allowed,Business Apps,Slack,,15,1364,1927916,1929280,5,42,42,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,Road Warrior,Finance,10.23.45.11,198.51.100.11,192.0.2.33,POST,1.1,200 - OK,2,Mozilla/5.0,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-LIAM,macOS,Zscaler Client Connector,macOS 14.6 arm64,MacBookPro18_3,liam,mbp18-liam,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18LIAM11,,,PDF,project-notes.pdf,PDF,,53450,File Upload,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
380,2025-12-23 00:17:28 UTC,2025-12-23 00:17:28 UTC,henry@acme.zscaler.net,Yes,slack.com/api/apps.connections.open,Allowed,Business Apps,Slack,,9,690,614,1304,2,72,135,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.31,POST,1.1,200 - OK,2,Slack/4.41.96 Windows/11,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,application/json,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,56286,Messaging API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
381,2025-12-23 00:17:28 UTC,2025-12-23 00:17:28 UTC,ethan@acme.zscaler.net,Yes,zoom.us/wc/ping,Allowed,Business Apps,Zoom,,6,205,108,313,7,130,137,Business Use,Internet Communication,Web Conferencing,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.61,GET,1.1,200 - OK,2,zoom.us/6.2.0,Database A,github.com/acme/mobile-app/releases,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,text/plain,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,52046,Connectivity Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
382,2025-12-23 00:17:30 UTC,2025-12-23 00:17:30 UTC,ethan@acme.zscaler.net,Yes,dl.google.com/chrome/mac/universal/stable/GGRO/googlechrome.dmg,Allowed,Business Apps,Google,,5,99021261,626,99021887,2,66,78,Business Use,Information Technology,Software Downloads,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.63,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,www.google.com/search?q=download+client,Macintosh Disk Image,googlechrome.dmg,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/x-apple-diskimage,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,51523,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
383,2025-12-23 00:17:32 UTC,2025-12-23 00:17:32 UTC,amelia@acme.zscaler.net,Yes,gateway.icloud.com/acsnservice/fetch,Allowed,Business Apps,Apple iCloud,,6,2803,1834,4637,1,127,133,Business Use,Internet Communication,Cloud Storage and Sync,,,,,,,,,Road Warrior,Legal,10.23.49.88,203.0.113.88,192.0.2.14,POST,1.1,200 - OK,2,bird,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-AMELIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookPro18_3,amelia,mbp18-amelia,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18AMELIA88,,,,,,,59920,Cloud Sync,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
384,2025-12-23 00:17:33 UTC,2025-12-23 00:17:33 UTC,ava@acme.zscaler.net,Yes,swscan.apple.com/content/catalogs/others/index-14.sucatalog,Allowed,General Browsing,General Browsing,,12,37505,418,37923,3,173,108,Business Use,Information Technology,Operating System and Software Updates,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.13,GET,1.1,200 - OK,2,Microsoft-Delivery-Optimization/10.1,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,text/xml,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,62230,Software Update Metadata,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
385,2025-12-23 00:17:33 UTC,2025-12-23 00:17:33 UTC,maya@acme.zscaler.net,Yes,cdn.openai.com/chat-assets/main.js,Allowed,Business Apps,OpenAI,,10,61392,299,61691,4,26,38,Business Use,Information Technology,Content Servers,,,,,,,,,HQ,Design,10.23.46.22,203.0.113.22,192.0.2.72,GET,1.1,200 - OK,2,Mozilla/5.0 (Macintosh Intel Mac OS X 14_7) AppleWebKit/605.1.15 (KHTML like Gecko) Version/18.1 Safari/605.1.15,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBA15-MAYA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookAir15_3,maya,mba15-maya,4.8.0.88,,application/javascript,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBA15MAYA22,,,,,,,53338,Web Asset,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
386,2025-12-23 00:17:33 UTC,2025-12-23 00:17:33 UTC,ethan@acme.zscaler.net,Yes,files.slack.com/files-pri/T123-F456/design-spec.pdf,Allowed,Business Apps,Slack,,10,962459,324,962783,4,50,98,Business Use,Internet Communication,Instant Messaging and Chat,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.32,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,,PDF,design-spec.pdf,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/pdf,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,51008,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
387,2025-12-23 00:17:37 UTC,2025-12-23 00:17:37 UTC,ava@acme.zscaler.net,Yes,gateway.icloud.com/acsnservice/fetch,Allowed,Business Apps,Apple iCloud,,9,2872,1608,4480,5,153,133,Business Use,Internet Communication,Cloud Storage and Sync,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.14,POST,1.1,200 - OK,2,Edge,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,60475,Cloud Sync,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
388,2025-12-23 00:17:38 UTC,2025-12-23 00:17:38 UTC,sophia@acme.zscaler.net,Yes,fonts.gstatic.com/s/inter/v12/Inter-Regular.woff2,Allowed,Business Apps,Google,,5,21086,327,21413,7,80,10,Business Use,Information Technology,Content Servers,,,,,,,,,HQ,HR,10.23.48.66,203.0.113.66,192.0.2.82,GET,1.1,200 - OK,2,Mozilla/5.0 (Macintosh Intel Mac OS X 14_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,No,No,,,ZTUNNEL_2_0_DTLS1_2,MBA15-SOPHIA,macOS,Zscaler Client Connector,macOS 14.7 arm64,MacBookAir15_3,sophia,mba15-sophia,4.8.0.88,,font/woff2,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBA15SOPHIA66,,,,,,,53899,Web Asset,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
389,2025-12-23 00:17:40 UTC,2025-12-23 00:17:40 UTC,liam@acme.zscaler.net,Yes,downloads.figma.com/mac/Figma.zip,Allowed,Business Apps,Figma,,5,89080298,461,89080759,1,40,144,Business Use,Information Technology,Software Downloads,,,,,,,,,Road Warrior,Finance,10.23.45.11,198.51.100.11,192.0.2.91,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,www.google.com/search?q=download+client,ZIP Archive,Figma.zip,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP18-LIAM,macOS,Zscaler Client Connector,macOS 14.6 arm64,MacBookPro18_3,liam,mbp18-liam,4.8.0.88,,application/zip,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP18LIAM11,,,,,,,54824,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
390,2025-12-23 00:17:48 UTC,2025-12-23 00:17:48 UTC,ethan@acme.zscaler.net,Yes,api.github.com/repos/acme/mobile-app/releases,Allowed,Business Apps,GitHub,,16,4820,288,5108,8,36,73,Business Use,Information Technology,Software Repositories,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.21,GET,1.1,200 - OK,2,GitHubDesktop/3.4.5,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,62479,Developer API,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
391,2025-12-23 00:17:54 UTC,2025-12-23 00:17:54 UTC,ethan@acme.zscaler.net,No,ocsp.apple.com/ocsp03-applerootca2,Allowed,General Browsing,General Browsing,,2,1112,251,1363,7,40,74,Business Use,Information Technology,Security and PKI,,,,,,,,,HQ,IT,10.23.47.33,203.0.113.33,192.0.2.11,GET,1.1,200 - OK,1.1,Microsoft CryptoAPI,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTP,,,,,,,,,,,,,,,,,,ZTUNNEL_2_0_DTLS1_2,WIN11-ETHAN,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,T14Gen4,ethan,win11-ethan,4.8.0.88,,application/ocsp-response,,,Default Forwarding,Zscaler Client Connector,,,,,,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11ETHAN33,,,,,,,51322,Certificate Check,,NONE,,80,United States,United States,,,,,,,,,,,,,,,,,,,
392,2025-12-23 00:17:55 UTC,2025-12-23 00:17:55 UTC,henry@acme.zscaler.net,Yes,github.com/acme/mobile-app/pull/412,Allowed,Business Apps,GitHub,,3,21109,401,21510,3,75,17,Business Use,Information Technology,Software Repositories,,,,,,,,,Branch,Operations,10.23.49.99,203.0.113.99,192.0.2.22,GET,1.1,200 - OK,2,Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Edge/131.0 Safari/537.36,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-AES-256-GCM-SHA384,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN10-HENRY,Windows OS,Zscaler Client Connector,Microsoft Windows 10 Enterprise 64 bit amd64,Latitude7440,henry,win10-henry,4.8.0.88,,text/html,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN10HENRY99,,,,,,,56571,Repository Browse,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
393,2025-12-23 00:18:01 UTC,2025-12-23 00:18:01 UTC,olivia@acme.zscaler.net,Yes,drive.google.com/u/0/uc?id=1a2b3c4d5e&export=download,Allowed,Business Apps,Google Drive,,9,4320893,585,4321478,0,107,68,Business Use,Business and Economy,File Sharing and Storage,,,,,,,,,Road Warrior,Engineering,10.23.45.77,198.51.100.77,192.0.2.42,GET,1.1,200 - OK,2,Mozilla/5.0,Database A,www.google.com/search?q=acme+document,PDF,q4-budget.pdf,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,Yes,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,No,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,MBP15-OLIVIA,macOS,Zscaler Client Connector,macOS 10.15.7 x86_64,MacBookPro15_2,olivia,mbp15-olivia,4.8.0.88,,application/pdf,http/1.1,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,MBP15OLIVIA77,,,,,,,51987,File Download,File,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
394,2025-12-23 00:18:01 UTC,2025-12-23 00:18:01 UTC,ava@acme.zscaler.net,Yes,gdmf.apple.com/v2/pmv,Allowed,General Browsing,General Browsing,,16,1373,292,1665,3,99,69,Business Use,Information Technology,Operating System and Software Updates,,,,,,,,,Road Warrior,Marketing,10.23.47.44,203.0.113.44,192.0.2.12,POST,1.1,200 - OK,2,Microsoft-Delivery-Optimization/10.1,Database A,,,,0,0,No Bandwidth Control,General Surfing,Zscaler Client Connector,HTTPS,,,ECDHE-RSA-AES256-GCM-SHA384,TLS 1.2,No,TLS13-CHACHA20-POLY1305-SHA256,TLS 1.3,Pass,No,,Yes,,3-12 months,Yes,No,,,ZTUNNEL_2_0_DTLS1_2,WIN11-AVA,Windows OS,Zscaler Client Connector,Microsoft Windows 11 Pro 64 bit amd64,X1CarbonGen12,ava,win11-ava,4.8.0.88,,application/json,h2,,Default Forwarding,Zscaler Client Connector,,,,Inspected,Inspect Remote Users,,ZIA,United States,Corporate Default,,,,,,,No,ZIA,,WIN11AVA44,,,,,,,53868,Software Update Check,,NONE,,443,United States,United States,,,,,,,,,,,secp256r1,secp256r1,rsa_pss_rsae_sha256,ecdsa_secp256r1_sha256,"[""Classical""]","[""Classical""]",,,
